Date,KBWB,XLI,REK,,KBWB_return,XLI_return,REK_return,,시가총액 비율,,,,공분산 행렬,,,,λ(2~4),τ(0.01~0.05)
04/26/2015,38.04,56.33,40.516,,0.016840417,0.000177557,0.026241135,,,,,,,,,,,
04/19/2015,37.41,56.32,39.48,,0.00133833,0.009318996,-0.009533367,,,,,,,,,,,
04/12/2015,37.36,55.8,39.86,,-0.001603421,-0.020537125,0.007583418,,,,,,,,,,,
04/05/2015,37.42,56.97,39.56,,0.003486189,0.027782789,0.026466009,,,,,,,,,,,
03/29/2015,37.29,55.43,38.54,,0.016630316,-0.002160216,-0.014322251,,,,,,,,,,,
03/22/2015,36.68,55.55,39.1,,-0.034482759,-0.027485994,0.028406102,,,,,,,,,,,
03/15/2015,37.99,57.12,38.02,,0.005026455,0.018544936,-0.053616767,,,,,,,,,,,
03/08/2015,37.8,56.08,40.174,,0.005854178,-0.006730429,-0.017270059,,,,,,,,,,,
03/01/2015,37.58,56.46,40.88,,0.010215054,-0.017916159,0.034412955,,,,,,,,,,,
02/22/2015,37.2,57.49,39.52,,-0.001610306,-0.011519945,0.01115546,,,,,,,,,,,
02/15/2015,37.26,58.16,39.084,,-0.001340123,0.017316775,-0.001124514,,,,,,,,,,,
02/08/2015,37.31,57.17,39.128,,0.017730496,0.017259786,-0.001327208,,,,,,,,,,,
02/01/2015,36.66,56.2,39.18,,0.069740298,0.029869892,0.02565445,,,,,,,,,,,
01/25/2015,34.27,54.57,38.2,,-0.027525539,-0.025187567,0.005739561,,,,,,,,,,,
01/18/2015,35.24,55.98,37.982,,0.019086177,0.022839393,-0.01611232,,,,,,,,,,,
01/11/2015,34.58,54.73,38.604,,-0.040244241,-0.012450379,-0.013618826,,,,,,,,,,,
01/04/2015,36.03,55.42,39.137,,-0.052839117,-0.019288621,-0.033129107,,,,,,,,,,,
12/28/2014,38.04,56.51,40.478,,-0.009375,-0.015505226,0.003321436,,,,,,,,,,,
12/21/2014,38.4,57.4,40.344,,0.011591149,0.014313483,-0.010206084,,,,,,,,,,,
12/14/2014,37.96,56.59,40.76,,0.025114772,0.032287486,-0.018777082,,,,,,,,,,,
12/07/2014,37.03,54.82,41.54,,-0.037431765,-0.042612644,-0.000288795,,,,,,,,,,,
11/30/2014,38.47,57.26,41.552,,0.025319829,0.006150062,0.006101695,,,,,,,,,,,
11/23/2014,37.52,56.91,41.3,,0.002672368,-0.004721931,-0.021327014,,,,,,,,,,,
11/16/2014,37.42,57.18,42.2,,-0.000801068,0.015450186,-0.010782935,,,,,,,,,,,
11/09/2014,37.45,56.31,42.66,,-0.004783417,0.003564427,0.005183789,,,,,,,,,,,
11/02/2014,37.63,56.11,42.44,,0.013739224,0.016301395,-0.004690432,,,,,,,,,,,
10/26/2014,37.12,55.21,42.64,,0.041526375,0.02792776,-0.017964072,,,,,,,,,,,
10/19/2014,35.64,53.71,43.42,,0.036950829,0.043317793,-0.026457399,,,,,,,,,,,
10/12/2014,34.37,51.48,44.6,,-0.031830986,0.023052464,-0.014146773,,,,,,,,,,,
10/05/2014,35.5,50.32,45.24,,-0.038721906,-0.046969697,-0.019930676,,,,,,,,,,,
09/28/2014,36.93,52.8,46.16,,-0.003238866,-0.009566685,0.000867303,,,,,,,,,,,
09/21/2014,37.05,53.31,46.12,,-0.023200633,-0.020576888,0.015859031,,,,,,,,,,,
09/14/2014,37.93,54.43,45.4,,0.013087607,0.008149657,-0.00094624,,,,,,,,,,,
09/07/2014,37.44,53.99,45.443,,0.011345219,-0.006258053,0.053872913,,,,,,,,,,,
08/31/2014,37.02,54.33,43.12,,0.006525285,0.005738615,-0.015974441,,,,,,,,,,,
08/24/2014,36.78,54.02,43.82,,0.004918033,-0.002400739,0.002654219,,,,,,,,,,,
08/17/2014,36.6,54.15,43.704,,0.030405405,0.023823029,-0.01529865,,,,,,,,,,,
08/10/2014,35.52,52.89,44.383,,0.00254022,0.013801035,-0.010191793,,,,,,,,,,,
08/03/2014,35.43,52.17,44.84,,-0.003935901,0.007531866,-0.007723118,,,,,,,,,,,
07/27/2014,35.57,51.78,45.189,,-0.033423913,-0.03736754,0.010532671,,,,,,,,,,,
07/20/2014,36.8,53.79,44.718,,0.01210121,-0.00829646,0.001747312,,,,,,,,,,,
07/13/2014,36.36,54.24,44.64,,-0.003016178,0.003144072,-0.01107665,,,,,,,,,,,
07/06/2014,36.47,54.07,45.14,,-0.018304172,-0.012420091,-0.008347979,,,,,,,,,,,
06/29/2014,37.15,54.75,45.52,,0.014196014,0.008473015,0.007079646,,,,,,,,,,,
06/22/2014,36.63,54.29,45.2,,-0.003265306,-0.013267903,-0.00833699,,,,,,,,,,,
06/15/2014,36.75,55.02,45.58,,0.008507135,0.009541284,-0.006971678,,,,,,,,,,,
06/08/2014,36.44,54.5,45.9,,-0.000822594,-0.01464473,0.017287234,,,,,,,,,,,
06/01/2014,36.47,55.31,45.12,,0.027903044,0.023311748,-0.011826544,,,,,,,,,,,
05/25/2014,35.48,54.05,45.66,,0.011690904,0.009337068,-0.012115967,,,,,,,,,,,
05/18/2014,35.07,53.55,46.22,,0.01977319,0.008664532,-0.001727862,,,,,,,,,,,
05/11/2014,34.39,53.09,46.3,,-0.016866781,0.001509149,-0.000431779,,,,,,,,,,,
05/04/2014,34.98,53.01,46.32,,-0.006532235,0.003597122,-0.01362862,,,,,,,,,,,
04/27/2014,35.21,52.82,46.96,,-0.000567698,0.005903637,-0.018189421,,,,,,,,,,,
04/20/2014,35.23,52.51,47.83,,-0.007046223,-0.004549763,-0.006233119,,,,,,,,,,,
04/13/2014,35.48,52.75,48.13,,0.013714286,0.036345776,-0.011704312,,,,,,,,,,,
04/06/2014,35,50.9,48.7,,-0.049429658,-0.031214313,0.007009781,,,,,,,,,,,
03/30/2014,36.82,52.54,48.361,,0.003816794,0.015658225,-0.009807535,,,,,,,,,,,
03/23/2014,36.68,51.73,48.84,,-0.017412269,0.001548887,-0.005437107,,,,,,,,,,,
03/16/2014,37.33,51.65,49.107,,0.043028779,0.005842259,0.001182491,,,,,,,,,,,
03/09/2014,35.79,51.35,49.049,,-0.024263904,-0.031132075,-0.003028578,,,,,,,,,,,
03/02/2014,36.68,53,49.198,,0.034113335,0.018056089,0.01226287,,,,,,,,,,,
02/23/2014,35.47,52.06,48.602,,0.017498566,0.013037556,-0.014957438,,,,,,,,,,,
02/16/2014,34.86,51.39,49.34,,-0.014140271,0.000389332,-0.008041817,,,,,,,,,,,
02/09/2014,35.36,51.37,49.74,,0.015508329,0.017832376,-0.021251476,,,,,,,,,,,
02/02/2014,34.82,50.47,50.82,,0.008690614,0.008794723,-0.00524585,,,,,,,,,,,
01/26/2014,34.52,50.03,51.088,,-0.018202503,0.004416784,-0.020176448,,,,,,,,,,,
01/19/2014,35.16,49.81,52.14,,-0.025498891,-0.038788113,0.005787037,,,,,,,,,,,
01/12/2014,36.08,51.82,51.84,,-0.00660793,-0.002118236,-0.003460208,,,,,,,,,,,
01/05/2014,36.32,51.93,52.02,,0.019079686,0.005031933,-0.012528474,,,,,,,,,,,
12/29/2013,35.64,51.67,52.68,,0.00592718,-0.006346154,-0.012632605,,,,,,,,,,,
12/22/2013,35.43,52,53.354,,0.011130137,0.014436208,-0.006443203,,,,,,,,,,,
12/15/2013,35.04,51.26,53.7,,0.020979021,0.029937713,-0.009955752,,,,,,,,,,,
12/08/2013,34.32,49.77,54.24,,-0.011235955,-0.011323004,0.016872891,,,,,,,,,,,
12/01/2013,34.71,50.34,53.34,,-0.005729017,-0.001190476,-0.00633383,,,,,,,,,,,
11/24/2013,34.91,50.4,53.68,,0.00057323,0.000993049,-0.001116487,,,,,,,,,,,
11/17/2013,34.89,50.35,53.74,,0.0222678,0.00679864,0.028005203,,,,,,,,,,,
11/10/2013,34.13,50.01,52.276,,0.005894489,0.012758202,-0.015517891,,,,,,,,,,,
11/03/2013,33.93,49.38,53.1,,0.025695284,0.008372473,0.042402827,,,,,,,,,,,
10/27/2013,33.08,48.97,50.94,,-0.007202881,0.004306809,0.02161967,,,,,,,,,,,
10/20/2013,33.32,48.76,49.862,,-0.01010101,0.02243657,-0.014195334,,,,,,,,,,,
10/13/2013,33.66,47.69,50.58,,0.030618494,0.019017094,-0.031405592,,,,,,,,,,,
10/06/2013,32.66,46.8,52.22,,0.008958913,0.011454506,-0.024289985,,,,,,,,,,,
09/29/2013,32.37,46.27,53.52,,0.00966937,-0.008783205,0.010154392,,,,,,,,,,,
09/22/2013,32.06,46.68,52.982,,-0.017167382,-0.005962521,0.008028919,,,,,,,,,,,
09/15/2013,32.62,46.96,52.56,,-0.004577357,0.016230253,-0.023175423,,,,,,,,,,,
09/08/2013,32.77,46.21,53.807,,0.008307692,0.030093625,-0.021335031,,,,,,,,,,,
09/01/2013,32.5,44.86,54.98,,0.015625,0.018619437,-0.008297258,,,,,,,,,,,
08/25/2013,32,44.04,55.44,,-0.040767386,-0.024152448,0.010940919,,,,,,,,,,,
08/18/2013,33.36,45.13,54.84,,0.002102734,0.003334815,-0.020364416,,,,,,,,,,,
08/11/2013,33.29,44.98,55.98,,-0.008636093,-0.011211255,0.06466337,,,,,,,,,,,
08/04/2013,33.58,45.49,52.58,,-0.022700815,-0.011516732,-0.00227704,,,,,,,,,,,
07/28/2013,34.36,46.02,52.7,,0.01446708,0.02425996,0.032119076,,,,,,,,,,,
07/21/2013,33.87,44.93,51.06,,-0.001474057,-0.010570359,0.016321656,,,,,,,,,,,
07/14/2013,33.92,45.41,50.24,,0.024154589,0.0215973,-0.011023622,,,,,,,,,,,
07/07/2013,33.12,44.45,50.8,,0.01129771,0.026558891,-0.03824309,,,,,,,,,,,
06/30/2013,32.75,43.3,52.82,,0.038363982,0.015478424,0.013430545,,,,,,,,,,,
06/23/2013,31.54,42.64,52.12,,0.022697795,0.008037825,-0.043669725,,,,,,,,,,,
06/16/2013,30.84,42.3,54.5,,-0.006123107,-0.023094688,0.050501157,,,,,,,,,,,
06/09/2013,31.03,43.3,51.88,,-0.02236925,-0.011189769,0.001544402,,,,,,,,,,,
06/02/2013,31.74,43.79,51.8,,0.019595246,0.005972892,0.003098373,,,,,,,,,,,
05/26/2013,31.13,43.53,51.64,,-0.006383658,-0.004118051,0.04788961,,,,,,,,,,,
05/19/2013,31.33,43.71,49.28,,-0.004448681,-0.010414308,0.04322791,,,,,,,,,,,
05/12/2013,31.47,44.17,47.238,,0.045167718,0.022690438,-0.018329177,,,,,,,,,,,
05/05/2013,30.11,43.19,48.12,,0.028346995,0.025160218,-0.005374122,,,,,,,,,,,
04/28/2013,29.28,42.13,48.38,,0.011049724,0.021828765,-0.017465475,,,,,,,,,,,
04/21/2013,28.96,41.23,49.24,,0.028044018,0.021050025,-0.009255533,,,,,,,,,,,
04/14/2013,28.17,40.38,49.7,,-0.023908524,-0.033045977,0.009506012,,,,,,,,,,,
04/07/2013,28.86,41.76,49.232,,0.017630465,0.019282402,-0.022437552,,,,,,,,,,,
03/31/2013,28.36,40.97,50.362,,-0.018345448,-0.018917625,-0.019049474,,,,,,,,,,,
03/24/2013,28.89,41.76,51.34,,-0.006875215,0.003363767,-0.014435998,,,,,,,,,,,
03/17/2013,29.09,41.62,52.092,,-0.016232668,-0.00833929,0.001769231,,,,,,,,,,,
03/10/2013,29.57,41.97,52,,0.016151203,0.003586801,-0.006116208,,,,,,,,,,,
03/03/2013,29.1,41.82,52.32,,0.044508256,0.022493888,-0.008715423,,,,,,,,,,,
02/24/2013,27.86,40.9,52.78,,-0.004644516,0.001469148,-0.002645503,,,,,,,,,,,
02/17/2013,27.99,40.84,52.92,,-0.010604454,-0.005358013,-0.001132503,,,,,,,,,,,
02/10/2013,28.29,41.06,52.98,,0.001061571,0.011081015,-0.003386005,,,,,,,,,,,
02/03/2013,28.26,40.61,53.16,,0.006410256,0.003459353,-0.004121394,,,,,,,,,,,
01/27/2013,28.08,40.47,53.38,,0.010071942,0,0.00527307,,,,,,,,,,,
01/20/2013,27.8,40.47,53.1,,0.011644833,0.013523666,-0.015937732,,,,,,,,,,,
01/13/2013,27.48,39.93,53.96,,0.008070433,0.021488872,-0.00918105,,,,,,,,,,,
01/06/2013,27.26,39.09,54.46,,-0.009807483,-0.000766871,-0.004296554,,,,,,,,,,,
12/30/2012,27.53,39.12,54.695,,0.059661278,0.051047824,-0.033315659,,,,,,,,,,,
12/23/2012,25.98,37.22,56.58,,-0.011039208,-0.018718692,0.010357143,,,,,,,,,,,
12/16/2012,26.27,37.93,56,,0.035883281,0.008240298,-0.024390244,,,,,,,,,,,
12/09/2012,25.36,37.62,57.4,,0.001975504,0.003467591,0.007017544,,,,,,,,,,,
12/02/2012,25.31,37.49,57,,0.01361634,0.009695664,-0.013157895,,,,,,,,,,,
11/25/2012,24.97,37.13,57.76,,-0.010305192,0.010615133,-0.007560137,,,,,,,,,,,
11/18/2012,25.23,36.74,58.2,,0.041271151,0.034346847,-0.022505878,,,,,,,,,,,
11/11/2012,24.23,35.52,59.54,,-0.01902834,-0.020678246,0.021339371,,,,,,,,,,,
11/04/2012,24.7,36.27,58.296,,-0.038910506,-0.015204996,0.020588235,,,,,,,,,,,
10/28/2012,25.7,36.83,57.12,,0.01822504,0.01404185,-0.020609718,,,,,,,,,,,
10/21/2012,25.24,36.32,58.322,,-0.025482625,-0.012775211,0.025351617,,,,,,,,,,,
10/14/2012,25.9,36.79,56.88,,0.01171875,0.009327846,-0.014553015,,,,,,,,,,,
10/07/2012,25.6,36.45,57.72,,-0.027725028,-0.019106566,0.009443861,,,,,,,,,,,
09/30/2012,26.33,37.16,57.18,,0.037431048,0.017246099,-0.002094241,,,,,,,,,,,
09/23/2012,25.38,36.53,57.3,,-0.013602798,-0.01216874,0.015165474,,,,,,,,,,,
09/16/2012,25.73,36.98,56.444,,-0.026485055,-0.02065678,0.028123862,,,,,,,,,,,
09/09/2012,26.43,37.76,54.9,,0.047562426,0.020540541,-0.01999286,,,,,,,,,,,
09/02/2012,25.23,37,56.02,,0.042131351,0.01760176,-0.01511955,,,,,,,,,,,
08/26/2012,24.21,36.36,56.88,,0.001654944,-0.009534187,-0.006671091,,,,,,,,,,,
08/19/2012,24.17,36.71,57.262,,-0.000826788,-0.012641205,-0.001534438,,,,,,,,,,,
08/12/2012,24.19,37.18,57.35,,0.020675105,0.013631407,-0.012262754,,,,,,,,,,,
08/05/2012,23.7,36.68,58.062,,0.005089059,0.014380531,0.02221831,,,,,,,,,,,
07/29/2012,23.58,36.16,56.8,,0.000424268,0.00416551,-0.00664568,,,,,,,,,,,
07/22/2012,23.57,36.01,57.18,,0.027462947,0.024175199,-0.010692412,,,,,,,,,,,
07/15/2012,22.94,35.16,57.798,,-0.02258202,0.008316605,0.005182609,,,,,,,,,,,
07/08/2012,23.47,34.87,57.5,,0.014699524,-0.009656348,-0.006565308,,,,,,,,,,,
07/01/2012,23.13,35.21,57.88,,-0.011115861,-0.012895991,-0.01137567,,,,,,,,,,,
06/24/2012,23.39,35.67,58.546,,0.014750542,0.02647482,-0.037072368,,,,,,,,,,,
06/17/2012,23.05,34.75,60.8,,0.008752735,-0.005722461,0.005291005,,,,,,,,,,,
06/10/2012,22.85,34.95,60.48,,0.026504942,0.004310345,-0.006570302,,,,,,,,,,,
06/03/2012,22.26,34.8,60.88,,0.038246269,0.032334619,-0.04035309,,,,,,,,,,,
05/27/2012,21.44,33.71,63.44,,-0.047957371,-0.03465063,0.023225806,,,,,,,,,,,
05/20/2012,22.52,34.92,62,,0.025034137,0.023446659,-0.025463691,,,,,,,,,,,
05/13/2012,21.97,34.12,63.62,,-0.072212838,-0.043453883,0.069603228,,,,,,,,,,,
05/06/2012,23.68,35.67,59.48,,-0.017427386,-0.017355372,-0.005916369,,,,,,,,,,,
04/29/2012,24.1,36.3,59.834,,-0.033680834,-0.028372591,0.005647249,,,,,,,,,,,
04/22/2012,24.94,37.36,59.498,,0.028029678,0.016045689,-0.02430305,,,,,,,,,,,
04/15/2012,24.26,36.77,60.98,,0.009151414,0.012111203,-0.025255754,,,,,,,,,,,
04/08/2012,24.04,36.33,62.56,,-0.034925733,-0.017311334,0.005012209,,,,,,,,,,,
04/01/2012,24.91,36.97,62.248,,-0.016581129,-0.011761561,0.013118063,,,,,,,,,,,
03/25/2012,25.33,37.41,61.442,,,,,,,,,,,,,,,
